player_id,full_name,team_name,position,now_cost,most_recent_gameweek_played,average_points,average_points_l3,average_goals_scored,average_goals_scored_l3,average_assists,average_assists_l3,average_clean_sheets,average_clean_sheets_l3,average_goals_conceded,average_goals_conceded_l3,average_expected_goals,average_expected_goals_l3,average_expected_assists,average_expected_assists_l3,average_expected_goals_conceded,average_expected_goals_conceded_l3,avg_xg_and_xa_l3,now_cost_per_avg_l3_points,now_cost_per_avg_l3_xg_and_xa,now_cost_per_avg_l3_xg_conceded,season
720,Emmanuel Agbadou,Wolves,Defender,4.0,38.0,2.5,2.67,0.06,0.33,0.0,0.0,0.22,0.0,1.22,2.33,0.05,0.2,0.02,0.01,1.28,1.56,0.060000000000000005,1.5,66.67,2.56,2024_2025
658,Ayden Heaven,Man Utd,Defender,4.0,38.0,0.29,2.67,0.0,0.0,0.0,0.0,0.03,0.33,0.03,0.0,0.0,0.04,0.0,0.0,0.05,0.02,0.0,1.5,inf,200.0,2024_2025
757,Michael Kayode,Bournemouth,Defender,4.5,38.0,1.8,3.0,0.0,0.0,0.07,0.0,0.13,0.33,0.33,0.67,0.01,0.04,0.05,0.08,0.44,0.92,0.09,1.5,50.0,4.89,2024_2025
718,Welington Damascena Santos,Sunderland,Defender,4.0,38.0,0.78,2.67,0.0,0.0,0.0,0.0,0.06,0.33,0.56,1.33,0.0,0.0,0.01,0.01,0.65,2.21,0.01,1.5,400.0,1.81,2024_2025
650,Maxence Lacroix,Chelsea,Defender,4.5,38.0,3.26,3.0,0.03,0.0,0.06,0.0,0.31,0.33,1.29,1.0,0.1,0.1,0.03,0.06,1.27,1.46,0.16,1.5,28.12,3.08,2024_2025
15,David Raya Martin,Arsenal,Goalkeeper,5.6,38.0,3.74,3.67,0.0,0.0,0.0,0.0,0.34,0.33,0.89,1.0,0.0,0.0,0.0,0.0,0.92,1.68,0.0,1.53,inf,3.33,2024_2025
152,Kepa Arrizabalaga,Burnley,Goalkeeper,4.6,38.0,2.79,3.0,0.0,0.0,0.0,0.0,0.21,0.33,1.03,1.33,0.0,0.0,0.0,0.0,1.02,0.95,0.0,1.53,inf,4.84,2024_2025
201,Dean Henderson,Chelsea,Goalkeeper,4.6,38.0,3.55,3.0,0.0,0.0,0.0,0.0,0.29,0.33,1.34,1.0,0.0,0.0,0.0,0.0,1.32,1.46,0.0,1.53,inf,3.15,2024_2025
338,Sepp van den Berg,Bournemouth,Defender,4.1,38.0,1.63,2.67,0.0,0.0,0.03,0.0,0.13,0.33,1.29,1.33,0.05,0.08,0.01,0.0,1.17,1.01,0.05,1.54,82.0,4.06,2024_2025
24,Benjamin White,Arsenal,Defender,6.2,38.0,1.32,4.0,0.0,0.0,0.05,0.33,0.13,0.33,0.34,1.0,0.01,0.02,0.03,0.25,0.44,1.56,0.26,1.55,23.85,3.97,2024_2025
259,Harry Wilson,Everton,Midfielder,5.2,38.0,2.05,3.33,0.16,0.33,0.05,0.0,0.05,0.0,0.55,1.33,0.11,0.14,0.03,0.02,0.43,1.1,0.13,1.56,40.0,4.73,2024_2025
591,Jean-Clair Todibo,West Ham,Defender,4.2,38.0,1.42,2.67,0.0,0.0,0.0,0.0,0.13,0.33,0.87,1.0,0.01,0.07,0.0,0.0,0.79,1.5,0.01,1.57,420.0,2.8,2024_2025
149,Mats Wieffer,Brentford,Midfielder,4.7,38.0,1.37,3.0,0.03,0.0,0.13,0.33,0.05,0.33,0.58,1.0,0.02,0.01,0.03,0.07,0.5,1.7,0.09000000000000001,1.57,52.22,2.76,2024_2025
52,Pau Torres,Aston Villa,Defender,4.2,37.0,1.45,2.67,0.0,0.0,0.0,0.0,0.13,0.33,0.87,0.67,0.01,0.0,0.01,0.02,0.78,1.36,0.03,1.57,140.0,3.09,2024_2025
243,Tom Cairney,Everton,Midfielder,4.8,38.0,0.87,3.0,0.05,0.33,0.0,0.0,0.03,0.0,0.32,0.67,0.02,0.18,0.03,0.02,0.25,1.05,0.04,1.6,120.0,4.57,2024_2025
233,Amadou Onana,Aston Villa,Midfielder,4.8,38.0,1.71,3.0,0.08,0.0,0.0,0.0,0.16,1.0,0.61,0.0,0.06,0.0,0.02,0.07,0.62,0.92,0.13,1.6,36.92,5.22,2024_2025
524,Max Kilman,West Ham,Defender,4.3,38.0,2.16,2.67,0.0,0.0,0.03,0.0,0.16,0.33,1.63,1.0,0.04,0.03,0.03,0.01,1.57,1.68,0.05,1.61,86.0,2.56,2024_2025
9,Gabriel Martinelli Silva,Arsenal,Midfielder,6.5,38.0,3.29,4.0,0.21,0.33,0.11,0.0,0.26,0.33,0.66,1.0,0.19,0.42,0.12,0.1,0.69,1.68,0.29000000000000004,1.62,22.41,3.87,2024_2025
262,Nathan Broadhead,Fulham,Midfielder,4.9,38.0,0.97,3.0,0.05,0.33,0.0,0.0,0.05,0.0,0.32,0.67,0.05,0.07,0.03,0.01,0.31,0.34,0.060000000000000005,1.63,81.67,14.41,2024_2025
377,Harry Maguire,Man Utd,Defender,4.9,38.0,1.26,3.0,0.03,0.0,0.0,0.0,0.08,0.33,0.71,0.67,0.05,0.12,0.01,0.01,0.71,0.62,0.060000000000000005,1.63,81.67,7.9,2024_2025
81,Adam Smith,Burnley,Defender,4.4,38.0,1.5,2.67,0.0,0.0,0.0,0.0,0.16,0.33,0.47,0.67,0.02,0.0,0.02,0.11,0.5,0.47,0.13,1.65,33.85,9.36,2024_2025
560,Pedro Lomba Neto,Brighton,Midfielder,6.1,38.0,2.74,3.67,0.11,0.0,0.16,0.33,0.21,0.67,0.66,0.67,0.09,0.18,0.12,0.04,0.74,0.87,0.13,1.66,46.92,7.01,2024_2025
517,Aaron Cresswell,West Ham,Defender,3.9,38.0,0.95,2.33,0.0,0.0,0.0,0.0,0.08,0.33,0.21,0.33,0.01,0.04,0.05,0.19,0.34,1.24,0.2,1.67,19.5,3.15,2024_2025
461,Taylor Harwood-Bellis,Sunderland,Defender,3.9,37.0,1.45,2.33,0.03,0.0,0.0,0.0,0.08,0.33,1.71,0.67,0.05,0.0,0.02,0.01,1.8,1.52,0.060000000000000005,1.67,65.0,2.57,2024_2025
457,James Bree,Sunderland,Defender,3.9,37.0,0.61,2.33,0.0,0.0,0.03,0.0,0.03,0.33,0.82,0.67,0.0,0.0,0.02,0.01,0.84,1.52,0.01,1.67,390.0,2.57,2024_2025
619,Jens Cajuste,Fulham,Midfielder,4.5,38.0,1.7,2.67,0.03,0.0,0.03,0.33,0.03,0.0,1.24,1.33,0.02,0.06,0.02,0.04,1.19,0.77,0.06,1.69,75.0,5.84,2024_2025
117,Facundo Buonanotte,Leeds,Midfielder,4.5,38.0,1.97,2.67,0.13,0.33,0.05,0.0,0.05,0.0,0.87,0.67,0.11,0.04,0.06,0.0,0.77,0.18,0.11,1.69,40.91,25.0,2024_2025
45,Ian Maatsen,Aston Villa,Defender,4.5,38.0,1.5,2.67,0.03,0.0,0.05,0.0,0.08,0.33,0.42,0.67,0.02,0.03,0.06,0.05,0.46,1.31,0.07,1.69,64.29,3.44,2024_2025
394,Bruno Guimarães Rodriguez Moura,Newcastle,Midfielder,6.2,38.0,3.55,3.67,0.13,0.33,0.16,0.0,0.34,0.33,1.16,0.67,0.11,0.15,0.14,0.09,1.14,0.77,0.2,1.69,31.0,8.05,2024_2025
69,Daniel Jebbison,Burnley,Forward,4.5,38.0,0.53,2.67,0.03,0.33,0.0,0.0,0.0,0.0,0.05,0.33,0.03,0.28,0.0,0.0,0.05,0.03,0.03,1.69,150.0,150.0,2024_2025
217,Abdoulaye Doucouré,Crystal Palace,Midfielder,5.1,38.0,2.47,3.0,0.08,0.0,0.05,0.33,0.29,0.33,0.87,0.33,0.11,0.09,0.04,0.06,0.9,0.46,0.16999999999999998,1.7,30.0,11.09,2024_2025
110,Yoane Wissa,Bournemouth,Forward,6.9,38.0,4.87,4.0,0.47,0.33,0.16,0.33,0.24,0.33,1.18,1.33,0.49,0.69,0.06,0.09,1.19,0.96,0.58,1.72,11.9,7.19,2024_2025
472,Jack Stephens,Sunderland,Defender,4.0,37.0,0.82,2.33,0.03,0.0,0.0,0.0,0.05,0.33,0.82,0.67,0.02,0.0,0.01,0.0,0.84,1.52,0.02,1.72,200.0,2.63,2024_2025
455,Jan Bednarek,Sunderland,Defender,4.0,36.0,1.58,2.33,0.05,0.0,0.0,0.0,0.08,0.33,1.5,0.0,0.02,0.0,0.02,0.0,1.52,0.61,0.02,1.72,200.0,6.56,2024_2025
136,Mitoma Kaoru,Brentford,Midfielder,6.3,38.0,3.82,3.67,0.26,0.33,0.13,0.33,0.16,0.0,1.05,0.0,0.24,0.13,0.11,0.1,0.98,0.31,0.33999999999999997,1.72,18.53,20.32,2024_2025
160,Ben Chilwell,Chelsea,Defender,4.6,37.0,0.34,2.67,0.03,0.33,0.0,0.0,0.0,0.0,0.11,0.67,0.01,0.06,0.02,0.2,0.07,0.56,0.21000000000000002,1.72,21.9,8.21,2024_2025
58,Ollie Watkins,Aston Villa,Forward,9.2,38.0,4.89,5.33,0.42,0.33,0.21,0.33,0.26,0.67,1.05,0.67,0.4,0.19,0.05,0.14,1.02,1.39,0.54,1.73,17.04,6.62,2024_2025
402,Jacob Murphy,Newcastle,Midfielder,5.2,38.0,4.18,3.0,0.21,0.0,0.34,0.33,0.29,0.33,0.82,0.67,0.16,0.01,0.16,0.29,0.74,0.61,0.44999999999999996,1.73,11.56,8.52,2024_2025
516,Vladimír Coufal,West Ham,Defender,4.1,38.0,0.71,2.33,0.0,0.0,0.0,0.0,0.05,0.33,0.55,0.67,0.01,0.03,0.02,0.02,0.52,1.35,0.03,1.76,136.67,3.04,2024_2025
70,Milos Kerkez,Burnley,Defender,5.3,38.0,3.53,3.0,0.05,0.0,0.16,0.0,0.24,0.33,1.18,1.0,0.02,0.03,0.07,0.06,1.28,0.92,0.08,1.77,66.25,5.76,2024_2025
635,Bilal El Khannouss,Leeds,Midfielder,4.8,37.0,2.31,2.67,0.06,0.0,0.11,0.33,0.08,0.33,1.5,0.67,0.04,0.04,0.08,0.07,1.34,0.9,0.11000000000000001,1.8,43.64,5.33,2024_2025
447,Chris Wood,Nott'm Forest,Forward,7.2,38.0,5.26,4.0,0.53,0.33,0.08,0.0,0.39,0.0,0.97,1.33,0.35,0.63,0.04,0.04,1.07,1.09,0.38999999999999996,1.8,18.46,6.61,2024_2025
310,Alisson Ramses Becker,Liverpool,Goalkeeper,5.5,38.0,2.95,3.0,0.0,0.0,0.0,0.0,0.26,0.0,0.76,2.0,0.0,0.0,0.01,0.0,0.71,2.09,0.0,1.83,inf,2.63,2024_2025
122,Pervis Estupiñán,Brentford,Defender,4.9,37.0,1.66,2.67,0.03,0.0,0.03,0.0,0.08,0.33,1.16,0.67,0.03,0.04,0.06,0.07,1.05,1.05,0.1,1.84,49.0,4.67,2024_2025
300,Wilfred Ndidi,Leeds,Midfielder,4.9,37.0,1.68,2.67,0.0,0.0,0.13,0.33,0.08,0.33,1.26,0.67,0.06,0.0,0.04,0.01,1.3,0.88,0.06999999999999999,1.84,70.0,5.57,2024_2025
219,Jarrad Branthwaite,Crystal Palace,Defender,4.9,37.0,2.32,2.67,0.0,0.0,0.03,0.0,0.24,0.33,0.74,0.33,0.03,0.04,0.02,0.01,0.78,0.38,0.04,1.84,122.5,12.89,2024_2025
367,Altay Bayindir,Man Utd,Goalkeeper,4.3,38.0,0.21,2.33,0.0,0.0,0.0,0.0,0.03,0.33,0.26,0.67,0.0,0.0,0.0,0.0,0.18,0.65,0.0,1.85,inf,6.62,2024_2025
36,Lucas Digne,Aston Villa,Defender,4.4,36.0,2.34,2.33,0.0,0.0,0.13,0.0,0.16,0.33,0.95,0.0,0.02,0.0,0.1,0.04,0.92,0.27,0.06,1.89,73.33,16.3,2024_2025
437,Neco Williams,Nott'm Forest,Defender,4.5,38.0,2.87,2.33,0.03,0.0,0.08,0.0,0.26,0.0,0.82,1.33,0.06,0.0,0.04,0.06,1.01,1.09,0.12,1.93,37.5,4.13,2024_2025
79,Marcos Senesi,Burnley,Defender,4.6,38.0,0.82,2.33,0.0,0.0,0.0,0.0,0.05,0.33,0.45,0.0,0.02,0.01,0.01,0.01,0.39,0.08,0.03,1.97,153.33,57.5,2024_2025
765,Nico González,Man City,Midfielder,6.0,38.0,2.21,3.0,0.07,0.33,0.07,0.0,0.43,0.33,0.5,0.33,0.03,0.06,0.03,0.01,0.64,0.68,0.04,2.0,150.0,8.82,2024_2025
755,Omar Marmoush,Man City,Forward,7.4,38.0,4.56,3.67,0.44,0.33,0.06,0.0,0.5,0.67,0.75,0.0,0.34,0.2,0.11,0.09,0.9,0.69,0.43000000000000005,2.02,17.21,10.72,2024_2025
168,Enzo Fernández,Brighton,Midfielder,4.7,38.0,3.55,2.33,0.16,0.0,0.21,0.0,0.26,0.67,0.97,0.67,0.16,0.01,0.16,0.04,1.0,1.07,0.2,2.02,23.5,4.39,2024_2025
200,Marc Guéhi,Chelsea,Defender,4.7,36.0,3.05,2.33,0.08,0.0,0.05,0.0,0.29,0.33,1.11,0.0,0.05,0.0,0.05,0.05,1.09,0.23,0.1,2.02,47.0,20.43,2024_2025
327,Luis Díaz,Liverpool,Midfielder,7.5,38.0,4.82,3.67,0.34,0.33,0.18,0.0,0.39,0.0,0.55,1.67,0.31,0.68,0.11,0.04,0.64,1.61,0.35,2.04,21.43,4.66,2024_2025
135,Yankuba Minteh,Brentford,Midfielder,4.8,38.0,2.68,2.33,0.16,0.0,0.13,0.0,0.11,0.33,0.87,1.0,0.11,0.05,0.13,0.14,0.75,1.67,0.25,2.06,19.2,2.87,2024_2025
415,Fabian Schär,Newcastle,Defender,5.5,38.0,3.11,2.67,0.11,0.0,0.05,0.0,0.29,0.33,1.11,0.67,0.1,0.44,0.03,0.02,0.98,0.77,0.12000000000000001,2.06,45.83,7.14,2024_2025
588,Guido Rodríguez,West Ham,Midfielder,4.8,38.0,0.95,2.33,0.0,0.0,0.03,0.33,0.11,0.33,0.5,0.33,0.01,0.0,0.0,0.02,0.54,0.77,0.03,2.06,160.0,6.23,2024_2025
222,Idrissa Gueye,Crystal Palace,Midfielder,4.8,38.0,2.34,2.33,0.0,0.0,0.08,0.0,0.32,0.67,1.03,0.33,0.03,0.0,0.05,0.02,1.05,1.05,0.05,2.06,96.0,4.57,2024_2025
20,Thomas Partey,Arsenal,Midfielder,4.9,38.0,2.84,2.33,0.11,0.0,0.08,0.0,0.24,0.33,0.79,1.0,0.06,0.09,0.07,0.1,0.81,1.68,0.16,2.1,30.62,2.92,2024_2025
157,Moisés Caicedo Corozo,Brighton,Midfielder,4.9,38.0,2.58,2.33,0.03,0.0,0.11,0.0,0.32,0.67,1.11,0.67,0.02,0.02,0.07,0.04,1.2,1.07,0.06,2.1,81.67,4.58,2024_2025
535,Jean-Ricner Bellegarde,Wolves,Midfielder,4.9,38.0,2.37,2.33,0.05,0.0,0.18,0.33,0.16,0.0,0.82,1.67,0.04,0.07,0.07,0.05,0.7,0.83,0.09,2.1,54.44,5.9,2024_2025
60,Tyler Adams,Burnley,Midfielder,4.9,38.0,1.53,2.33,0.0,0.0,0.08,0.0,0.16,0.33,0.79,1.33,0.04,0.02,0.02,0.04,0.77,0.95,0.08,2.1,61.25,5.16,2024_2025
203,Will Hughes,Chelsea,Midfielder,4.9,38.0,1.76,2.33,0.0,0.0,0.11,0.0,0.26,0.67,0.82,0.33,0.03,0.02,0.07,0.1,0.83,1.07,0.13,2.1,37.69,4.58,2024_2025
89,Mikkel Damsgaard,Bournemouth,Midfielder,4.9,38.0,3.45,2.33,0.05,0.0,0.26,0.0,0.29,0.33,1.08,1.33,0.08,0.07,0.18,0.15,1.2,0.78,0.22999999999999998,2.1,21.3,6.28,2024_2025
111,Yehor Yarmoliuk,Bournemouth,Midfielder,4.3,38.0,1.13,2.0,0.0,0.0,0.0,0.0,0.08,0.33,0.66,1.33,0.02,0.0,0.02,0.06,0.7,0.99,0.08,2.15,53.75,4.34,2024_2025
442,Ibrahim Sangaré,Nott'm Forest,Midfielder,4.3,38.0,0.53,2.0,0.0,0.0,0.03,0.0,0.05,0.33,0.16,1.0,0.0,0.0,0.01,0.04,0.22,0.95,0.04,2.15,107.5,4.53,2024_2025
115,Carlos Baleba,Brentford,Midfielder,5.0,38.0,2.29,2.33,0.08,0.0,0.03,0.0,0.21,0.33,1.05,1.0,0.08,0.02,0.03,0.02,1.04,1.67,0.1,2.15,50.0,2.99,2024_2025
19,Emile Smith Rowe,Everton,Midfielder,5.0,38.0,3.0,2.33,0.16,0.0,0.08,0.33,0.18,0.0,0.74,1.33,0.12,0.03,0.05,0.1,0.67,1.42,0.22,2.15,22.73,3.52,2024_2025
355,Rico Lewis,Man City,Defender,4.3,36.0,1.74,2.0,0.03,0.0,0.05,0.0,0.13,0.33,0.71,0.0,0.03,0.0,0.03,0.02,0.73,0.03,0.05,2.15,86.0,143.33,2024_2025
768,Mathys Tel,Spurs,Midfielder,5.8,38.0,3.0,2.67,0.14,0.0,0.14,0.33,0.14,0.0,1.43,2.0,0.21,0.23,0.11,0.14,1.24,2.08,0.35,2.17,16.57,2.79,2024_2025
113,Simon Adingra,Brentford,Midfielder,5.1,38.0,1.58,2.33,0.05,0.0,0.08,0.33,0.05,0.0,0.61,1.0,0.06,0.11,0.07,0.14,0.5,1.13,0.2,2.19,25.5,4.51,2024_2025
192,Jordan Ayew,Leeds,Midfielder,5.1,38.0,1.97,2.33,0.13,0.0,0.0,0.0,0.11,0.33,1.11,1.33,0.1,0.07,0.04,0.03,0.8,1.33,0.13,2.19,39.23,3.83,2024_2025
285,Boubakary Soumaré,Leeds,Midfielder,4.4,38.0,1.26,2.0,0.0,0.0,0.0,0.0,0.03,0.33,1.37,0.67,0.01,0.0,0.02,0.03,1.22,1.09,0.04,2.2,110.0,4.04,2024_2025
49,Tyrone Mings,Aston Villa,Defender,4.4,36.0,1.24,2.0,0.0,0.0,0.03,0.0,0.11,0.33,0.29,0.0,0.02,0.0,0.01,0.01,0.35,0.03,0.03,2.2,146.67,146.67,2024_2025
48,John McGinn,Aston Villa,Midfielder,5.2,38.0,2.05,2.33,0.03,0.0,0.11,0.0,0.21,0.67,0.89,0.0,0.08,0.06,0.07,0.06,0.92,0.89,0.14,2.23,37.14,5.84,2024_2025
370,Christian Eriksen,Man Utd,Midfielder,5.2,38.0,1.18,2.33,0.03,0.33,0.05,0.0,0.11,0.0,0.42,0.0,0.03,0.31,0.07,0.12,0.49,0.21,0.15,2.23,34.67,24.76,2024_2025
443,Matz Sels,Nott'm Forest,Goalkeeper,5.2,38.0,3.95,2.33,0.0,0.0,0.03,0.0,0.34,0.0,1.21,1.33,0.0,0.0,0.01,0.06,1.32,1.09,0.06,2.23,86.67,4.77,2024_2025
645,Justin Devenny,Chelsea,Midfielder,4.5,38.0,0.94,2.0,0.03,0.0,0.03,0.33,0.0,0.0,0.22,0.67,0.02,0.04,0.01,0.01,0.26,0.72,0.03,2.25,150.0,6.25,2024_2025
83,Marcus Tavernier,Burnley,Midfielder,5.4,38.0,2.29,2.33,0.08,0.0,0.18,0.0,0.11,0.33,0.76,1.33,0.14,0.07,0.1,0.29,0.67,0.95,0.43,2.32,12.56,5.68,2024_2025
313,Conor Bradley,Liverpool,Defender,4.7,38.0,1.08,2.0,0.0,0.0,0.05,0.33,0.08,0.0,0.26,1.33,0.02,0.04,0.04,0.28,0.33,1.33,0.30000000000000004,2.35,15.67,3.53,2024_2025
278,Sam Morsy,Fulham,Midfielder,4.8,38.0,1.76,2.0,0.03,0.0,0.03,0.0,0.05,0.0,1.76,2.0,0.01,0.04,0.04,0.13,1.53,1.06,0.14,2.4,34.29,4.53,2024_2025
431,Nicolás Domínguez,Nott'm Forest,Midfielder,4.8,38.0,1.42,2.0,0.0,0.0,0.03,0.0,0.18,0.0,0.71,1.0,0.04,0.06,0.04,0.03,0.84,0.93,0.07,2.4,68.57,5.16,2024_2025
206,Jefferson Lerma Solís,Chelsea,Midfielder,4.8,38.0,1.53,2.0,0.0,0.0,0.03,0.0,0.16,0.33,0.95,1.0,0.03,0.02,0.05,0.05,0.88,1.4,0.08,2.4,60.0,3.43,2024_2025
223,James Garner,Crystal Palace,Midfielder,4.9,38.0,1.11,2.0,0.0,0.0,0.03,0.0,0.13,0.67,0.5,0.33,0.02,0.13,0.04,0.04,0.52,1.09,0.06,2.45,81.67,4.5,2024_2025
716,Antonín Kinsky,Spurs,Goalkeeper,4.1,37.0,0.94,1.67,0.0,0.0,0.0,0.0,0.06,0.0,0.61,1.33,0.0,0.0,0.0,0.0,0.66,1.59,0.0,2.46,inf,2.58,2024_2025
462,Kamaldeen Sulemana,Sunderland,Midfielder,5.0,38.0,1.39,2.0,0.03,0.0,0.05,0.0,0.08,0.33,0.95,1.0,0.04,0.04,0.02,0.01,0.94,2.1,0.05,2.5,100.0,2.38,2024_2025
98,Keane Lewis-Potter,Bournemouth,Midfielder,5.0,38.0,2.47,2.0,0.03,0.0,0.13,0.0,0.21,0.33,1.29,1.33,0.08,0.17,0.13,0.1,1.33,0.99,0.18,2.5,27.78,5.05,2024_2025
366,Bruno Borges Fernandes,Man Utd,Midfielder,8.4,38.0,4.58,3.33,0.21,0.0,0.32,0.33,0.26,0.33,1.24,1.0,0.26,0.14,0.21,0.33,1.21,0.93,0.5900000000000001,2.52,14.24,9.03,2024_2025
392,Harvey Barnes,Newcastle,Midfielder,5.9,38.0,3.42,2.33,0.24,0.0,0.13,0.0,0.16,0.33,0.61,0.67,0.17,0.22,0.12,0.06,0.64,0.65,0.23,2.53,25.65,9.08,2024_2025
608,Tyler Dibling,Sunderland,Midfielder,4.3,37.0,1.79,1.67,0.05,0.0,0.05,0.0,0.08,0.33,1.32,0.67,0.07,0.0,0.04,0.01,1.29,1.28,0.08,2.57,53.75,3.36,2024_2025
177,Noni Madueke,Brighton,Midfielder,6.0,38.0,3.16,2.33,0.18,0.0,0.13,0.0,0.16,0.67,0.74,0.33,0.25,0.18,0.08,0.08,0.78,0.84,0.33,2.58,18.18,7.14,2024_2025
274,Omari Giraud-Hutchinson,Fulham,Midfielder,5.2,38.0,2.32,2.0,0.08,0.0,0.08,0.0,0.08,0.0,1.61,2.0,0.08,0.18,0.06,0.23,1.34,1.07,0.31,2.6,16.77,4.86,2024_2025
224,Jack Harrison,Crystal Palace,Midfielder,5.2,38.0,2.13,2.0,0.03,0.0,0.08,0.0,0.18,0.33,0.71,0.33,0.09,0.07,0.08,0.01,0.82,0.93,0.09999999999999999,2.6,52.0,5.59,2024_2025
